"Tempo","Estação","LAT","LONG","Movimentação","Original_473","Original_269","Zero","Maçã-Verde","Tangerina","Citrus","Açaí-Guaraná","Pêssego","TARGET"
2019-10-19,Campo Belo,-23.6188,-46.6823,23284,19,65,26,35,36,20,13,31,NORMAL
2018-3-13,Campo Belo,-23.6188,-46.6823,23993,55,46,45,5,24,7,43,26,REABASTECER
2018-10-29,Eucaliptos,-23.61,-46.6686,23674,61,8,48,17,24,13,27,38,REABASTECER
2019-10-25,Campo Belo,-23.6188,-46.6823,26798,54,32,45,15,20,42,31,6,REABASTECER
2019-10-28,Campo Belo,-23.6188,-46.6823,23863,27,17,18,8,10,30,17,34,NORMAL
2018-4-6,Campo Belo,-23.6188,-46.6823,23964,14,20,5,16,18,30,36,22,NORMAL
2019-11-16,Campo Belo,-23.6188,-46.6823,25532,31,48,38,38,17,26,28,3,NORMAL
2018-11-27,Eucaliptos,-23.61,-46.6686,22731,54,15,65,37,3,2,41,43,NORMAL
2018-11-29,Eucaliptos,-23.61,-46.6686,24249,39,65,55,31,41,42,34,37,NORMAL
2019-11-24,Campo Belo,-23.6188,-46.6823,25839,46,55,47,13,30,8,3,21,REABASTECER
2019-12-3,Campo Belo,-23.6188,-46.6823,23067,43,8,42,27,36,28,10,20,REABASTECER
2018-12-13,Eucaliptos,-23.61,-46.6686,23020,62,48,17,18,5,16,14,25,REABASTECER
2019-12-14,Campo Belo,-23.6188,-46.6823,26583,19,56,28,31,31,30,12,22,NORMAL
2019-1-5,Eucaliptos,-23.61,-46.6686,25120,6,41,65,34,43,19,18,23,NORMAL
2019-1-15,Eucaliptos,-23.61,-46.6686,24933,75,52,55,43,8,34,19,30,NORMAL
2018-1-18,Eucaliptos,-23.61,-46.6686,23118,10,32,19,12,22,22,10,13,NORMAL
2018-6-10,Campo Belo,-23.6188,-46.6823,23265,86,2,10,41,19,7,40,17,NORMAL
2018-1-21,Eucaliptos,-23.61,-46.6686,21930,67,13,61,43,8,11,37,43,NORMAL
2018-1-22,Eucaliptos,-23.61,-46.6686,23298,60,5,57,42,2,8,34,40,REABASTECER
2018-6-22,Campo Belo,-23.6188,-46.6823,23671,41,50,55,36,14,13,43,15,NORMAL
2018-2-5,Eucaliptos,-23.61,-46.6686,25486,16,57,36,33,34,27,25,33,NORMAL
2019-2-14,Eucaliptos,-23.61,-46.6686,22972,54,61,56,37,10,43,38,8,NORMAL
2019-3-2,Eucaliptos,-23.61,-46.6686,23206,46,5,5,30,26,20,14,40,REABASTECER
2019-3-9,Eucaliptos,-23.61,-46.6686,22736,70,31,29,15,43,38,28,13,NORMAL
2019-3-12,Eucaliptos,-23.61,-46.6686,23230,37,8,11,10,32,25,17,43,NORMAL
2019-4-5,Eucaliptos,-23.61,-46.6686,25129,69,59,42,8,25,31,9,37,NORMAL
2019-4-6,Eucaliptos,-23.61,-46.6686,23914,58,50,36,7,19,27,4,34,NORMAL
2018-3-30,Eucaliptos,-23.61,-46.6686,23919,86,45,56,16,26,37,22,25,NORMAL
2019-4-14,Eucaliptos,-23.61,-46.6686,23690,68,57,44,23,30,14,13,43,NORMAL
2019-4-21,Eucaliptos,-23.61,-46.6686,23577,86,6,55,4,43,32,30,14,REABASTECER
2019-5-1,Eucaliptos,-23.61,-46.6686,24597,73,65,46,13,9,43,32,21,NORMAL
2018-4-30,Eucaliptos,-23.61,-46.6686,22808,56,5,59,16,39,28,37,35,REABASTECER
2018-9-24,Campo Belo,-23.6188,-46.6823,23540,86,16,19,10,43,13,7,43,NORMAL
2019-5-18,Eucaliptos,-23.61,-46.6686,25064,86,29,56,5,27,42,5,41,NORMAL
2018-5-19,Eucaliptos,-23.61,-46.6686,23089,46,3,51,29,41,8,10,40,REABASTECER
2019-5-27,Eucaliptos,-23.61,-46.6686,21886,5,45,65,12,31,11,10,3,REABASTECER
2018-10-13,Campo Belo,-23.6188,-46.6823,24400,76,42,20,1,19,37,21,40,REABASTECER
2018-10-20,Campo Belo,-23.6188,-46.6823,25970,1,59,31,27,32,24,35,13,REABASTECER
2019-6-9,Eucaliptos,-23.61,-46.6686,23386,49,29,43,6,23,32,4,38,NORMAL
2019-6-12,Eucaliptos,-23.61,-46.6686,24524,21,8,23,43,9,28,33,26,REABASTECER
2018-11-2,Campo Belo,-23.6188,-46.6823,25462,63,37,65,34,23,7,27,5,NORMAL
2019-6-23,Eucaliptos,-23.61,-46.6686,23580,86,65,9,4,11,31,32,31,REABASTECER
2019-6-29,Eucaliptos,-23.61,-46.6686,24639,24,28,31,35,28,20,5,4,REABASTECER
2018-11-14,Campo Belo,-23.6188,-46.6823,24537,32,37,54,36,12,18,18,3,REABASTECER
2019-7-9,Eucaliptos,-23.61,-46.6686,24115,23,27,29,4,34,27,8,2,REABASTECER
2018-11-23,Campo Belo,-23.6188,-46.6823,24444,42,61,58,9,11,41,19,13,NORMAL
2018-11-26,Campo Belo,-23.6188,-46.6823,26734,11,46,37,43,38,32,6,43,REABASTECER
2018-11-30,Campo Belo,-23.6188,-46.6823,25915,54,17,3,30,22,14,27,23,REABASTECER
2019-7-25,Eucaliptos,-23.61,-46.6686,25024,50,49,51,35,25,12,29,33,NORMAL
2019-7-27,Eucaliptos,-23.61,-46.6686,23052,35,35,37,28,18,43,22,27,NORMAL
2018-12-16,Campo Belo,-23.6188,-46.6823,23751,86,48,19,26,34,24,9,43,NORMAL
2019-11-11,Consolação,-23.5581,-46.6606,115131,66,4,13,11,18,19,36,31,REABASTECER
2019-12-10,Consolação,-23.5581,-46.6606,112424,45,37,17,24,37,16,15,5,REABASTECER
2019-1-12,Tamanduateí,-23.59290,-46.5897,51752,14,33,65,34,39,24,37,43,NORMAL
2019-12-9,Trianon-Masp,-23.5634,-46.6544,43418,10,23,65,14,11,7,43,43,NORMAL
2018-1-3,Tamanduateí,-23.59290,-46.5897,51551,65,51,50,35,35,38,35,34,NORMAL
2018-1-6,Tamanduateí,-23.59290,-46.5897,52013,34,39,33,26,23,20,20,25,NORMAL
2018-1-10,Tamanduateí,-23.59290,-46.5897,53378,86,13,2,17,9,15,43,12,REABASTECER
2019-2-22,Tamanduateí,-23.59290,-46.5897,53123,50,46,65,36,19,6,13,13,NORMAL
2018-2-11,Tamanduateí,-23.59290,-46.5897,49533,61,28,65,18,14,35,35,11,NORMAL
2019-3-13,Tamanduateí,-23.59290,-46.5897,51160,17,55,50,20,19,22,8,13,NORMAL
2019-3-22,Tamanduateí,-23.59290,-46.5897,50782,10,65,44,32,33,42,19,17,NORMAL
2018-2-30,Tamanduateí,-23.59290,-46.5897,52201,47,39,51,43,21,23,37,19,NORMAL
2018-3-6,Tamanduateí,-23.59290,-46.5897,51013,74,4,19,24,39,8,14,38,NORMAL
2018-3-7,Tamanduateí,-23.59290,-46.5897,51056,62,65,13,19,36,7,11,33,NORMAL
2018-2-18,Consolação,-23.5581,-46.6606,112058,50,31,65,39,27,30,15,35,NORMAL
2018-3-11,Tamanduateí,-23.59290,-46.5897,51453,26,46,48,2,18,35,37,18,REABASTECER
2019-4-9,Tamanduateí,-23.59290,-46.5897,51779,86,51,56,19,8,35,32,34,NORMAL
2018-2-26,Consolação,-23.5581,-46.6606,112940,62,48,8,16,39,43,16,6,REABASTECER
2018-3-24,Tamanduateí,-23.59290,-46.5897,52006,75,23,25,38,7,14,29,11,NORMAL
2019-5-6,Tamanduateí,-23.59290,-46.5897,52677,74,28,65,8,13,32,11,23,NORMAL
2018-4-10,Tamanduateí,-23.59290,-46.5897,53202,24,61,41,21,35,38,16,27,NORMAL
2018-4-20,Tamanduateí,-23.59290,-46.5897,49751,4,11,37,33,37,43,17,32,REABASTECER
2018-4-2,Consolação,-23.5581,-46.6606,115255,41,24,33,23,23,24,43,38,NORMAL
2019-5-25,Tamanduateí,-23.59290,-46.5897,52361,78,42,65,33,15,32,22,31,NORMAL
2019-5-26,Tamanduateí,-23.59290,-46.5897,52752,69,37,60,29,13,32,17,29,NORMAL
2018-4-12,Consolação,-23.5581,-46.6606,113013,27,22,35,29,23,35,6,43,NORMAL
2018-5-9,Tamanduateí,-23.59290,-46.5897,51160,86,52,61,17,43,36,26,5,NORMAL
2019-6-18,Tamanduateí,-23.59290,-46.5897,52005,16,28,27,43,12,41,13,41,NORMAL
2019-6-20,Tamanduateí,-23.59290,-46.5897,50052,86,20,10,40,6,32,7,35,NORMAL
2018-5-2,Consolação,-23.5581,-46.6606,114002,4,14,21,22,24,14,15,10,NORMAL
2018-6-2,Tamanduateí,-23.59290,-46.5897,52259,48,40,20,28,33,17,16,4,NORMAL
2019-7-3,Tamanduateí,-23.59290,-46.5897,50080,51,17,50,8,39,35,43,24,NORMAL
2018-6-13,Tamanduateí,-23.59290,-46.5897,52768,35,58,4,43,29,32,7,43,REABASTECER
2018-7-1,Tamanduateí,-23.59290,-46.5897,51738,18,65,17,33,7,12,17,5,REABASTECER
2019-8-5,Tamanduateí,-23.59290,-46.5897,52248,77,8,16,29,13,37,40,20,REABASTECER
2018-7-25,Tamanduateí,-23.59290,-46.5897,53328,15,45,41,5,27,18,33,40,REABASTECER
2019-8-25,Tamanduateí,-23.59290,-46.5897,52969,71,21,10,40,7,27,2,24,REABASTECER
2018-7-6,Consolação,-23.5581,-46.6606,114796,54,8,8,5,36,43,21,16,NORMAL
2018-7-13,Consolação,-23.5581,-46.6606,114892,78,18,19,27,7,13,34,33,NORMAL
2019-9-15,Tamanduateí,-23.59290,-46.5897,53387,48,8,5,27,5,16,19,20,NORMAL
2018-8-1,Consolação,-23.5581,-46.6606,115216,79,53,35,32,32,14,8,5,REABASTECER
2018-8-29,Tamanduateí,-23.59290,-46.5897,51753,20,42,53,26,9,38,23,34,NORMAL
2019-9-29,Tamanduateí,-23.59290,-46.5897,51751,78,33,40,31,28,15,3,3,NORMAL
2018-8-8,Consolação,-23.5581,-46.6606,115121,6,6,59,15,5,29,19,25,REABASTECER
2018-8-15,Consolação,-23.5581,-46.6606,114794,36,24,9,31,22,7,29,38,REABASTECER
2018-8-16,Consolação,-23.5581,-46.6606,111835,29,15,65,31,19,2,26,32,REABASTECER
2019-10-20,Tamanduateí,-23.59290,-46.5897,52840,46,34,6,43,33,34,12,5,REABASTECER
2019-10-22,Tamanduateí,-23.59290,-46.5897,51786,29,23,61,34,24,30,2,39,NORMAL
2019-11-3,Tamanduateí,-23.59290,-46.5897,49915,86,28,47,34,24,37,43,32,NORMAL
2018-9-11,Consolação,-23.5581,-46.6606,115189,39,65,21,5,3,15,26,13,REABASTECER
2019-6-2,Barra Funda,-23.5542,-46.6707,149817,24,6,6,23,43,33,43,25,REABASTECER
2019-11-3,Barra Funda,-23.5542,-46.6707,150299,36,23,29,8,13,30,41,20,NORMAL
2018-1-18,Barra Funda,-23.5542,-46.6707,147371,86,37,27,39,18,25,22,20,NORMAL
2019-1-30,Higienópolis-Mackenzie,-23.5488,-46.6519,93161,33,65,65,43,38,14,15,32,NORMAL
2018-5-22,República,-23.5436,-46.6434,108259,10,35,22,30,32,12,14,30,REABASTECER
2018-5-24,República,-23.5436,-46.6434,109084,74,24,13,21,25,43,10,23,NORMAL
2019-2-11,Higienópolis-Mackenzie,-23.5488,-46.6519,89911,6,62,60,9,34,19,16,32,REABASTECER
2018-4-6,Faria Lima,-23.5675,-46.6929,54375,9,56,65,18,3,20,10,8,NORMAL
2018-6-11,República,-23.5436,-46.6434,107414,74,59,33,15,8,32,33,43,NORMAL
2019-4-4,República,-23.5436,-46.6434,110241,67,58,31,21,23,24,24,28,NORMAL
2019-12-12,Higienópolis-Mackenzie,-23.5488,-46.6519,92125,86,48,52,43,18,39,12,23,NORMAL
2019-12-13,Higienópolis-Mackenzie,-23.5488,-46.6519,92700,78,45,44,38,15,39,6,17,NORMAL
2019-2-23,Faria Lima,-23.5675,-46.6929,54525,86,29,55,2,36,27,8,31,REABASTECER
2019-2-26,Faria Lima,-23.5675,-46.6929,53240,59,17,30,39,22,19,39,22,NORMAL
2019-12-19,Faria Lima,-23.5675,-46.6929,54135,44,16,25,12,35,14,12,4,REABASTECER
2019-12-24,Faria Lima,-23.5675,-46.6929,52934,86,56,65,40,13,41,35,29,NORMAL
2018-2-1,Higienópolis-Mackenzie,-23.5488,-46.6519,91052,43,19,52,32,10,20,8,40,NORMAL
2018-1-10,Pinheiros,-23.5664,-46.703,79278,86,20,59,20,9,18,43,14,NORMAL
2018-2-25,Higienópolis-Mackenzie,-23.5488,-46.6519,93233,62,56,18,9,12,29,40,31,NORMAL
2018-12-13,Faria Lima,-23.5675,-46.6929,53996,79,61,35,33,15,43,31,12,NORMAL
2018-12-19,Faria Lima,-23.5675,-46.6929,53652,8,25,56,20,34,27,5,26,NORMAL
2018-3-29,Higienópolis-Mackenzie,-23.5488,-46.6519,92557,64,44,42,37,35,22,28,23,NORMAL
2018-12-29,Faria Lima,-23.5675,-46.6929,52596,8,26,53,23,33,42,5,37,REABASTECER
2018-3-4,Pinheiros,-23.5664,-46.703,76875,55,12,22,12,12,29,35,19,NORMAL
2018-4-7,Higienópolis-Mackenzie,-23.5488,-46.6519,92443,77,62,1,17,10,8,34,36,NORMAL
2019-1-9,Faria Lima,-23.5675,-46.6929,54946,86,29,52,33,40,11,15,32,NORMAL
2018-4-11,Higienópolis-Mackenzie,-23.5488,-46.6519,90680,32,36,46,8,31,43,13,19,NORMAL
2019-1-10,Faria Lima,-23.5675,-46.6929,54953,74,22,45,28,36,6,9,29,REABASTECER
2018-4-14,Higienópolis-Mackenzie,-23.5488,-46.6519,91161,7,14,28,43,19,35,43,7,NORMAL
2019-1-27,Faria Lima,-23.5675,-46.6929,53042,86,56,49,11,8,43,24,13,NORMAL
2018-5-3,Higienópolis-Mackenzie,-23.5488,-46.6519,89613,66,27,22,29,25,17,39,13,NORMAL
2019-2-17,Faria Lima,-23.5675,-46.6929,51656,61,65,29,22,11,40,33,14,NORMAL
2018-4-24,Pinheiros,-23.5664,-46.703,77988,3,40,65,9,20,17,2,40,REABASTECER
2019-2-28,Faria Lima,-23.5675,-46.6929,53296,39,8,20,31,16,15,31,13,NORMAL
2018-5-5,Pinheiros,-23.5664,-46.703,77333,62,35,59,22,16,32,6,41,NORMAL
2018-6-6,Higienópolis-Mackenzie,-23.5488,-46.6519,90335,86,14,36,14,18,28,43,7,NORMAL
2019-3-7,Faria Lima,-23.5675,-46.6929,52574,33,16,33,40,21,23,40,27,NORMAL
2018-5-11,Pinheiros,-23.5664,-46.703,76646,6,0,21,43,32,15,21,22,NORMAL
2018-5-12,Pinheiros,-23.5664,-46.703,76893,86,65,16,42,26,14,17,19,NORMAL
2018-5-14,Pinheiros,-23.5664,-46.703,79172,69,60,5,37,15,9,11,10,REABASTECER
2018-6-8,Higienópolis-Mackenzie,-23.5488,-46.6519,90534,66,65,23,10,7,24,36,43,NORMAL
2019-4-5,Faria Lima,-23.5675,-46.6929,51764,33,33,23,23,32,25,19,5,NORMAL
2018-6-23,Higienópolis-Mackenzie,-23.5488,-46.6519,91205,12,35,50,38,24,18,25,25,REABASTECER
2018-6-7,Pinheiros,-23.5664,-46.703,76472,26,30,40,14,8,21,13,38,NORMAL
2019-4-11,Faria Lima,-23.5675,-46.6929,53096,67,65,44,43,8,41,37,22,NORMAL
2018-7-10,Higienópolis-Mackenzie,-23.5488,-46.6519,90867,12,3,5,24,4,2,4,3,NORMAL
2018-6-26,Pinheiros,-23.5664,-46.703,78311,19,34,45,24,25,19,26,5,NORMAL
2018-6-30,Pinheiros,-23.5664,-46.703,77434,67,16,17,7,7,43,10,31,NORMAL
2018-7-20,Higienópolis-Mackenzie,-23.5488,-46.6519,92129,86,65,9,39,9,25,8,43,NORMAL
2019-5-22,Faria Lima,-23.5675,-46.6929,51037,36,5,10,15,15,34,11,28,REABASTECER
2018-8-12,Higienópolis-Mackenzie,-23.5488,-46.6519,92694,30,53,57,19,12,39,9,43,NORMAL
2018-7-28,Pinheiros,-23.5664,-46.703,77315,47,60,43,39,34,43,26,6,REABASTECER
2019-5-30,Faria Lima,-23.5675,-46.6929,54566,44,24,27,30,27,6,28,35,REABASTECER
2019-6-6,Faria Lima,-23.5675,-46.6929,53609,66,62,51,6,11,37,7,17,NORMAL
2018-8-20,Pinheiros,-23.5664,-46.703,76434,86,49,19,21,34,19,27,43,NORMAL
2019-6-20,Faria Lima,-23.5675,-46.6929,53556,14,57,65,15,43,36,34,43,NORMAL
2018-9-2,Pinheiros,-23.5664,-46.703,78384,55,27,10,22,24,28,29,39,NORMAL
2019-7-4,Faria Lima,-23.5675,-46.6929,53668,54,44,12,18,25,37,21,33,NORMAL
2019-7-28,Faria Lima,-23.5675,-46.6929,54494,86,38,61,32,43,11,20,14,NORMAL
2018-10-1,Pinheiros,-23.5664,-46.703,79283,21,40,24,22,43,43,6,7,REABASTECER
2019-8-4,Faria Lima,-23.5675,-46.6929,52625,16,65,23,14,17,29,41,34,NORMAL
2018-10-28,Higienópolis-Mackenzie,-23.5488,-46.6519,92893,55,55,48,10,4,39,43,7,REABASTECER
2018-10-18,Pinheiros,-23.5664,-46.703,77744,30,59,29,43,28,34,29,37,NORMAL
2019-8-18,Faria Lima,-23.5675,-46.6929,54014,67,55,61,8,43,14,27,21,NORMAL
2019-8-28,Faria Lima,-23.5675,-46.6929,54549,61,60,65,21,7,18,31,25,NORMAL
2019-9-1,Faria Lima,-23.5675,-46.6929,51801,24,47,43,14,41,12,17,9,NORMAL
2018-11-19,Higienópolis-Mackenzie,-23.5488,-46.6519,92858,29,44,30,32,43,30,3,12,NORMAL
2019-9-6,Faria Lima,-23.5675,-46.6929,53487,66,20,11,42,23,37,1,33,REABASTECER
2019-9-8,Faria Lima,-23.5675,-46.6929,54822,48,15,65,32,14,28,37,26,NORMAL
2019-9-12,Faria Lima,-23.5675,-46.6929,54330,10,56,37,19,38,15,20,12,NORMAL
2019-9-24,Faria Lima,-23.5675,-46.6929,54504,53,48,21,21,39,16,17,6,NORMAL
2018-12-14,Higienópolis-Mackenzie,-23.5488,-46.6519,92283,58,12,57,43,22,27,31,1,REABASTECER
2018-12-3,Pinheiros,-23.5664,-46.703,79598,16,45,26,30,18,39,32,19,NORMAL
2018-12-23,Higienópolis-Mackenzie,-23.5488,-46.6519,93129,55,22,56,43,32,43,38,7,NORMAL
2019-10-9,Faria Lima,-23.5675,-46.6929,51892,86,5,52,18,22,16,37,26,REABASTECER
2019-10-12,Faria Lima,-23.5675,-46.6929,52548,58,48,32,6,7,2,27,15,REABASTECER
2019-10-17,Faria Lima,-23.5675,-46.6929,52834,5,14,65,27,34,34,7,35,NORMAL
2019-1-2,Higienópolis-Mackenzie,-23.5488,-46.6519,90179,59,27,58,18,33,9,41,13,NORMAL
2019-1-12,Higienópolis-Mackenzie,-23.5488,-46.6519,90541,54,28,61,29,35,21,4,12,NORMAL
2019-1-13,Higienópolis-Mackenzie,-23.5488,-46.6519,90285,41,25,52,26,29,19,43,10,NORMAL
2019-1-10,Pinheiros,-23.5664,-46.703,76439,74,19,45,7,5,37,22,27,NORMAL
2019-1-29,Higienópolis-Mackenzie,-23.5488,-46.6519,92944,45,6,8,5,43,17,19,38,NORMAL
2019-1-21,Pinheiros,-23.5664,-46.703,76365,47,20,38,14,43,9,25,24,NORMAL
2019-2-6,Higienópolis-Mackenzie,-23.5488,-46.6519,90447,60,24,29,26,9,39,31,8,NORMAL
2019-2-6,Pinheiros,-23.5664,-46.703,79741,74,57,57,40,21,40,11,6,REABASTECER
2019-12-12,Faria Lima,-23.5675,-46.6929,51548,29,55,10,27,23,35,41,31,NORMAL
2019-2-17,Pinheiros,-23.5664,-46.703,78503,60,65,51,6,17,7,8,5,REABASTECER
2019-12-20,Faria Lima,-23.5675,-46.6929,53775,31,13,21,10,30,9,10,43,NORMAL
2019-2-28,Pinheiros,-23.5664,-46.703,78784,45,5,45,8,11,10,12,5,NORMAL
2019-3-8,Higienópolis-Mackenzie,-23.5488,-46.6519,91379,17,62,11,7,10,15,32,17,NORMAL
2019-12-28,Faria Lima,-23.5675,-46.6929,53920,49,35,38,33,37,19,16,11,NORMAL
2019-3-19,Higienópolis-Mackenzie,-23.5488,-46.6519,93066,86,57,10,12,6,22,38,7,REABASTECER
2019-3-24,Higienópolis-Mackenzie,-23.5488,-46.6519,91518,31,29,40,43,31,6,20,32,REABASTECER
2018-1-17,Pinheiros,-23.5664,-46.703,76494,12,42,18,42,28,5,12,34,REABASTECER
2019-3-23,Pinheiros,-23.5664,-46.703,77604,70,54,65,9,29,20,38,43,NORMAL
2019-4-2,Higienópolis-Mackenzie,-23.5488,-46.6519,90141,35,44,52,22,43,26,28,43,NORMAL
2019-4-7,Higienópolis-Mackenzie,-23.5488,-46.6519,92578,69,65,15,17,26,12,8,23,NORMAL
2019-4-1,Pinheiros,-23.5664,-46.703,76970,86,20,5,24,43,27,4,17,REABASTECER
2019-4-9,Higienópolis-Mackenzie,-23.5488,-46.6519,90900,45,50,65,13,18,5,43,15,REABASTECER
2019-4-20,Higienópolis-Mackenzie,-23.5488,-46.6519,90327,16,43,60,17,16,25,37,5,NORMAL
2019-4-14,Pinheiros,-23.5664,-46.703,77636,34,22,43,30,34,32,5,9,NORMAL
2018-2-12,Pinheiros,-23.5664,-46.703,76258,13,0,48,2,17,19,40,27,REABASTECER
2019-4-30,Higienópolis-Mackenzie,-23.5488,-46.6519,90327,2,47,55,26,14,41,4,43,NORMAL
2018-2-26,Pinheiros,-23.5664,-46.703,78047,50,57,17,3,39,13,24,11,REABASTECER
2019-5-10,Higienópolis-Mackenzie,-23.5488,-46.6519,89943,86,55,52,37,12,10,19,43,NORMAL
2019-5-15,Higienópolis-Mackenzie,-23.5488,-46.6519,91727,35,35,21,23,35,33,43,25,NORMAL
2019-5-11,Pinheiros,-23.5664,-46.703,79955,18,52,45,31,21,33,22,14,NORMAL
2019-5-13,Pinheiros,-23.5664,-46.703,78807,86,41,28,23,13,31,16,8,NORMAL
2019-5-20,Higienópolis-Mackenzie,-23.5488,-46.6519,91827,76,65,53,6,17,14,17,43,NORMAL
2018-3-12,Pinheiros,-23.5664,-46.703,77416,66,22,32,33,22,9,4,29,NORMAL
2019-5-20,Pinheiros,-23.5664,-46.703,78956,17,65,49,8,30,12,27,24,NORMAL
2019-5-28,Higienópolis-Mackenzie,-23.5488,-46.6519,93465,79,19,65,30,24,28,31,17,NORMAL
2019-5-30,Pinheiros,-23.5664,-46.703,77365,86,7,43,24,38,26,33,26,NORMAL
2019-6-8,Higienópolis-Mackenzie,-23.5488,-46.6519,93001,75,10,52,5,19,28,31,14,NORMAL
2019-6-12,Higienópolis-Mackenzie,-23.5488,-46.6519,90605,32,54,23,39,9,14,12,43,NORMAL
2018-4-6,Pinheiros,-23.5664,-46.703,76669,12,65,65,34,9,27,37,25,NORMAL
2019-6-13,Pinheiros,-23.5664,-46.703,76122,47,11,14,33,27,19,17,18,NORMAL
2019-6-17,Pinheiros,-23.5664,-46.703,76272,11,57,53,21,8,3,43,43,REABASTECER
2019-7-3,Higienópolis-Mackenzie,-23.5488,-46.6519,90240,86,58,6,15,2,35,6,6,REABASTECER
2019-7-13,Higienópolis-Mackenzie,-23.5488,-46.6519,92274,74,57,55,28,10,5,8,13,NORMAL
2019-7-18,Higienópolis-Mackenzie,-23.5488,-46.6519,92764,25,30,14,6,35,33,31,40,NORMAL
2019-8-5,Higienópolis-Mackenzie,-23.5488,-46.6519,92685,23,4,33,37,10,42,38,24,REABASTECER
2018-5-29,Pinheiros,-23.5664,-46.703,79015,3,17,29,39,37,40,43,27,NORMAL
2018-6-4,Pinheiros,-23.5664,-46.703,76902,55,53,65,27,22,29,20,2,NORMAL
2018-6-9,Pinheiros,-23.5664,-46.703,76124,2,16,29,3,43,16,7,32,REABASTECER
2018-6-10,Pinheiros,-23.5664,-46.703,78946,86,9,22,43,40,16,2,29,NORMAL
2019-8-19,Pinheiros,-23.5664,-46.703,79130,17,56,13,21,9,32,21,21,NORMAL
2018-7-3,Pinheiros,-23.5664,-46.703,76375,35,65,65,42,38,33,43,22,NORMAL
2019-9-20,Pinheiros,-23.5664,-46.703,78379,86,48,9,6,11,14,32,27,REABASTECER
2019-9-24,Higienópolis-Mackenzie,-23.5488,-46.6519,90014,61,53,8,21,37,17,13,40,REABASTECER
2019-10-7,Higienópolis-Mackenzie,-23.5488,-46.6519,91695,31,26,46,36,30,27,10,38,NORMAL
2018-8-2,Pinheiros,-23.5664,-46.703,77143,86,31,21,27,17,28,7,30,NORMAL
2019-11-5,Pinheiros,-23.5664,-46.703,77295,3,37,20,28,38,21,22,38,REABASTECER
2019-11-6,Higienópolis-Mackenzie,-23.5488,-46.6519,93022,2,65,34,31,37,28,23,2,REABASTECER
2018-9-5,Pinheiros,-23.5664,-46.703,78877,24,4,59,16,7,18,16,28,REABASTECER
2019-12-3,Higienópolis-Mackenzie,-23.5488,-46.6519,92648,86,46,51,23,15,26,43,17,NORMAL
2018-10-15,Pinheiros,-23.5664,-46.703,78980,56,10,51,11,43,41,37,10,NORMAL
2018-10-17,Pinheiros,-23.5664,-46.703,76638,40,65,36,5,34,35,31,43,REABASTECER
2019-12-26,Pinheiros,-23.5664,-46.703,77892,30,65,39,10,34,34,26,33,NORMAL
2018-10-22,Pinheiros,-23.5664,-46.703,79468,73,24,65,34,5,23,19,19,NORMAL
2019-12-28,Higienópolis-Mackenzie,-23.5488,-46.6519,92777,24,30,9,36,9,34,26,43,REABASTECER
2019-12-30,Pinheiros,-23.5664,-46.703,78494,86,38,10,35,18,22,13,20,NORMAL
2018-10-27,Pinheiros,-23.5664,-46.703,76107,20,65,33,17,28,10,43,38,NORMAL
2018-1-6,Butantã,-23.5844,-46.7252,67524,27,31,21,34,21,38,23,25,NORMAL
2018-1-9,Butantã,-23.5844,-46.7252,64529,86,10,4,22,10,31,8,11,REABASTECER
2018-11-4,Pinheiros,-23.5664,-46.703,78014,35,26,50,42,43,21,14,10,NORMAL
2018-1-15,Butantã,-23.5844,-46.7252,64126,18,47,30,43,31,6,29,28,REABASTECER
2018-2-3,Butantã,-23.5844,-46.7252,67818,20,59,34,33,34,19,12,43,NORMAL
2018-2-5,Butantã,-23.5844,-46.7252,67187,0,54,23,29,22,10,6,34,NORMAL
2018-2-12,Faria Lima,-23.5675,-46.6929,53646,51,32,42,19,34,6,43,15,REABASTECER
2018-2-14,Butantã,-23.5844,-46.7252,67154,16,65,28,43,19,18,9,41,NORMAL
2018-12-8,Pinheiros,-23.5664,-46.703,79127,59,21,65,9,39,27,17,37,NORMAL
2018-2-13,Faria Lima,-23.5675,-46.6929,52795,42,29,33,14,28,43,39,12,NORMAL
2018-12-17,Pinheiros,-23.5664,-46.703,77125,42,33,61,28,6,8,26,43,REABASTECER
2018-12-23,Pinheiros,-23.5664,-46.703,79261,78,65,29,9,21,31,5,12,REABASTECER
2018-12-28,Pinheiros,-23.5664,-46.703,77331,31,36,65,38,43,21,26,34,NORMAL
2018-3-10,Faria Lima,-23.5675,-46.6929,51712,9,65,48,43,17,6,19,39,NORMAL
2018-3-25,Faria Lima,-23.5675,-46.6929,54356,24,61,11,5,43,8,9,16,REABASTECER
2019-1-22,Pinheiros,-23.5664,-46.703,79038,38,16,33,8,41,3,21,18,NORMAL
2018-4-7,Butantã,-23.5844,-46.7252,67775,21,62,51,25,15,19,4,35,NORMAL
2018-4-14,Butantã,-23.5844,-46.7252,65907,32,28,65,10,25,40,18,3,REABASTECER
2018-4-21,Butantã,-23.5844,-46.7252,65675,53,47,20,33,43,24,34,24,NORMAL
2019-2-27,Pinheiros,-23.5664,-46.703,79178,56,10,53,14,14,16,15,8,NORMAL
2018-5-4,Butantã,-23.5844,-46.7252,67954,8,24,51,31,29,34,30,22,NORMAL
2019-3-6,Pinheiros,-23.5664,-46.703,76928,54,25,57,20,21,27,19,21,NORMAL
